1638099834.767838,5
1638099834.871269,3
1638099834.976023,5
1638099835.079360,4
1638099835.183186,2
1638099835.286544,3
1638099835.389615,3
1638099835.492424,5
1638099835.596357,5
1638099835.700908,3
1638099835.803734,5
1638099835.906735,5
1638099836.010399,4
1638099836.113323,5
1638099836.216426,5
1638099836.319576,4
1638099836.423836,3
1638099836.526973,2
1638099836.632128,3
1638099836.736116,5
1638099836.841791,4
1638099836.946930,3
1638099837.051669,3
1638099837.155473,3
1638099837.259525,5
1638099837.372171,4
1638099837.475947,4
1638099837.579461,5
1638099837.683121,4
1638099837.786038,4
1638099837.890177,4
1638099837.994880,4
1638099838.102044,4
1638099838.205362,4
1638099838.308557,5
1638099838.411832,4
1638099838.515177,4
1638099838.618707,4
1638099838.722579,5
1638099838.826032,5
1638099838.929065,5
1638099839.031846,5
1638099839.134801,3
1638099839.242618,5
1638099839.345430,3
1638099839.448428,5
1638099839.551674,4
1638099839.655633,5
1638099839.759360,5
1638099839.862723,4
1638099839.966853,5
1638099840.071496,4
1638099840.176513,5
1638099840.279398,5
1638099840.384505,5
1638099840.496261,4
1638099840.601379,5
1638099840.705273,5
1638099840.809155,5
1638099840.913041,4
1638099841.017938,4
1638099841.121643,4
1638099841.224915,4
1638099841.330314,5
1638099841.434160,4
1638099841.537379,3
1638099841.640538,5
1638099841.745107,4
1638099841.849117,4
1638099841.952532,3
1638099842.056070,5
1638099842.160821,4
1638099842.264418,4
1638099842.367903,4
1638099842.473365,5
1638099842.577085,4
1638099842.680042,3
1638099842.786640,5
1638099842.891026,5
1638099842.994179,5
1638099843.097453,5
1638099843.200903,3
1638099843.304814,4
1638099843.408512,3
1638099843.512818,5
1638099843.615830,4
1638099843.720806,4
1638099843.825534,5
1638099843.929913,4
1638099844.034524,3
1638099844.138447,5
1638099844.243511,4
1638099844.348635,3
1638099844.454598,3
1638099844.568955,3
1638099844.678057,5
1638099844.783732,4
1638099844.891516,4
1638099844.997155,5
1638099845.124758,4
1638099845.240502,5
1638099845.346029,4
1638099845.455326,5
1638099845.564977,4
1638099845.669236,3
1638099845.772994,3
1638099845.877160,3
1638099845.981689,5
1638099846.093274,5
1638099846.196841,4
1638099846.304889,3
1638099846.409676,5
1638099846.513964,4
1638099846.619589,3
1638099846.728065,4
1638099846.831797,4
1638099846.936831,4
1638099847.040775,4
1638099847.144712,4
1638099847.248407,4
1638099847.353974,5
1638099847.466202,4
1638099847.571867,4
1638099847.677551,5
1638099847.782664,5
1638099847.886425,5
1638099847.990616,5
1638099848.093937,5
1638099848.198422,5
1638099848.304518,5
1638099848.409044,5
1638099848.512676,3
1638099848.616531,5
1638099848.727519,5
1638099848.831854,5
1638099848.938747,3
1638099849.044589,4
1638099849.148171,4
1638099849.251858,5
1638099849.355705,4
1638099849.469973,4
1638099849.573659,5
1638099849.677967,4
1638099849.781231,4
1638099849.884876,4
1638099849.987946,4
1638099850.091847,4
1638099850.196433,3
1638099850.302502,5
1638099850.409930,5
1638099850.514106,4
1638099850.617893,5
1638099850.723294,5
1638099850.827792,4
1638099850.933304,5
1638099851.038872,5
1638099851.142184,5
1638099851.245954,3
1638099851.349531,5
1638099851.452569,5
1638099851.555245,4
1638099851.659012,5
1638099851.764476,4
1638099851.867267,3
1638099851.971223,3
1638099852.074963,5
1638099852.178866,4
1638099852.282943,5
1638099852.388733,5
1638099852.493817,4
1638099852.597475,4
1638099852.700454,5
1638099852.805318,5
1638099852.910067,4
1638099853.015375,5
1638099853.119112,5
1638099853.222841,4
1638099853.328927,5
1638099853.436498,5
1638099853.543797,4
1638099853.647835,5
1638099853.752312,4
1638099853.857619,4
1638099853.961050,5
1638099854.069789,5
1638099854.173218,4
1638099854.277022,4
1638099854.380114,5
1638099854.483789,4
1638099854.588859,5
1638099854.692443,5
1638099854.798437,4
1638099854.902947,5
1638099855.006026,5
1638099855.108970,4
1638099855.212789,5
1638099855.317767,5
1638099855.421614,4
1638099855.525009,4
1638099855.630736,3
1638099855.738902,5
1638099855.844656,5
1638099855.948281,4
1638099856.052994,5
1638099856.156641,5
1638099856.260229,3
1638099856.363681,5
1638099856.466824,5
1638099856.571512,4
1638099856.679065,5
1638099856.783690,5
1638099856.887284,4
1638099856.992931,4
1638099857.096563,4
1638099857.200188,5
1638099857.314126,5
1638099857.418307,4
1638099857.522622,4
1638099857.625791,4
1638099857.729720,5
1638099857.833728,4
1638099857.936991,5
1638099858.041356,5
1638099858.145746,4
1638099858.250168,5
1638099858.354552,5
1638099858.458195,4
1638099858.568451,5
1638099858.672240,5
1638099858.778406,5
1638099858.885661,4
1638099858.990335,5
1638099859.094578,3
1638099859.198795,5
1638099859.307161,3
1638099859.410453,4
1638099859.514797,4
1638099859.618366,4
1638099859.723385,5
1638099859.833527,4
1638099859.936882,3
1638099860.041785,3
1638099860.150025,4
1638099860.254057,5
1638099860.357895,5
1638099860.464096,4
1638099860.568079,5
1638099860.672162,5
1638099860.776264,4
1638099860.880876,4
1638099860.985489,5
1638099861.090006,4
1638099861.195613,4
1638099861.307513,5
1638099861.413971,5
1638099861.518981,5
1638099861.622273,5
1638099861.725500,5
1638099861.829461,4
1638099861.935855,5
1638099862.039575,5
1638099862.142940,4
1638099862.246823,5
1638099862.350511,5
1638099862.456940,5
1638099862.561992,5
1638099862.666857,3
1638099862.770505,5
1638099862.875137,5
1638099862.980622,3
1638099863.084848,5
1638099863.188407,5
1638099863.292380,4
1638099863.396989,5
1638099863.501606,5
1638099863.605432,3
1638099863.708663,5
1638099863.812482,5
1638099863.916125,4
1638099864.019124,3
1638099864.123311,5
1638099864.227865,5
1638099864.331999,4
1638099864.439655,5
1638099864.547559,5
1638099864.650980,4
1638099864.757631,5
1638099864.861611,5
1638099864.965310,5
1638099865.068622,5
1638099865.172686,4
1638099865.282064,5
1638099865.386432,5
1638099865.489749,5
1638099865.593779,5
1638099865.698749,4
1638099865.805038,5
1638099865.908642,4
1638099866.012431,4
1638099866.116837,4
1638099866.221270,5
1638099866.325023,4
1638099866.428837,3
1638099866.532769,4
1638099866.637119,3
1638099866.741055,5
1638099866.846714,4
1638099866.951590,3
1638099867.056232,3
1638099867.159829,3
1638099867.264063,5
1638099867.367223,5
1638099867.477188,5
1638099867.581201,5
1638099867.684549,4
1638099867.788147,5
1638099867.892279,5
1638099867.996016,4
1638099868.099329,4
1638099868.203611,5
1638099868.315615,5
1638099868.418995,4
1638099868.522801,4
1638099868.632016,4
1638099868.737458,5
1638099868.842141,5
1638099868.947214,5
1638099869.051002,5
1638099869.155687,4
1638099869.259020,5
1638099869.362070,5
1638099869.468422,4
1638099869.573604,5
1638099869.677687,5
1638099869.781386,5
1638099869.885197,5
1638099869.988869,5
1638099870.095570,2
1638099870.206094,4
1638099870.313512,3
1638099870.417444,5
1638099870.522667,4
1638099870.626585,5
1638099870.730142,5
1638099870.833680,4
1638099870.936757,4
1638099871.040498,5
1638099871.145453,3
1638099871.249289,3
1638099871.354526,5
1638099871.457999,4
1638099871.562752,4
1638099871.675822,3
1638099871.779244,5
1638099871.890051,4
1638099871.996282,3
1638099872.100112,5
1638099872.214043,5
1638099872.318080,4
1638099872.423325,5
1638099872.527988,5
1638099872.633984,4
1638099872.737942,4
1638099872.844041,4
1638099872.950542,5
1638099873.054015,4
1638099873.157760,3
1638099873.261550,5
1638099873.365252,4
1638099873.470477,5
1638099873.573946,4
1638099873.679386,5
1638099873.783938,4
1638099873.887812,5
1638099873.991500,5
1638099874.095653,4
1638099874.199098,4
1638099874.303339,5
1638099874.407653,5
1638099874.511039,5
1638099874.614819,5
1638099874.718672,5
1638099874.822280,5
1638099874.926028,5
1638099875.029933,5
1638099875.133954,5
1638099875.237268,5
1638099875.342854,5
1638099875.447167,4
1638099875.552100,5
1638099875.669648,4
1638099875.773522,5
1638099875.878239,5
1638099875.982384,4
1638099876.086893,5
1638099876.191737,5
1638099876.295780,4
1638099876.400205,4
1638099876.504211,5
1638099876.607607,4
1638099876.711604,3
1638099876.815511,5
1638099876.920340,4
1638099877.024820,3
1638099877.128386,5
1638099877.233392,4
1638099877.337374,4
1638099877.444648,5
1638099877.549731,4
1638099877.653214,5
1638099877.757149,3
1638099877.861321,3
1638099877.965819,3
1638099878.069955,3
1638099878.178377,3
1638099878.282269,3
